type,title,description,director,n_directors,cast,n_cast_members,country,n_countries,main_country,continent,language,release_year,release_decade,date_added,year_added,delay_added,rating,rating_group,duration,duration_category,listed_in,n_genres,genre
Movie,100 Meters,"A man who is diagnosed with multiple sclerosis responds by training for an Ironman triathlon, with his cranky father-in-law's help.",Marcel Barrena,1,"Dani Rovira, Karra Elejalde, Alexandra Jiménez, David Verdaguer, Clara Segura, Alba Ribas, Bruno Bergonzini, Ricardo Pereira, Manuela Couto, Marc Balaguer",10,"Portugal, Spain",2,Portugal,Europe,Portuguese,2016,2010,2017-03-10,2017,1,TV-MA,Adult,109,Feature Film,"Dramas, International Movies, Sports Movies",3,Drama
TV Show,Buddy Thunderstruck,"Follow the outrageous, high-octane adventures of Buddy Thunderstruck, a truck-racing dog who brings guts and good times to the town of Greasepit.",Not Informed,0,"Brian Atkinson, Ted Raimi, Harry Chaskin, Justin Michael, Debi Derryberry, Philip Maurice Hayes, Leigh Kelly, J.D. Ryznar, Nick Shakoour, Ryan Wiesbrock, Clark Wiesbrock",11,United States,1,United States,North America,English,2017,2010,2017-03-10,2017,0,TV-Y7,Kids,1,Limited Series,"Kids' TV, TV Comedies",2,Family
Movie,Burning Sands,Promising student Zurich opens his eyes to some hard truths when his fraternity's violent hazing escalates into a disastrous hell night.,Gerard McMurray,1,"Trevor Jackson, Alfre Woodard, Trevante Rhodes, Steve Harris, DeRon Horton, Rotimi, Serayah, Tosin Cole, Malik Bazille, Octavius J. Johnson, Davyon St. Usaire, Mitchell Edwards, Nafessa Williams, Christian Robinson, Imani Hakim, Raquel Bianca John",16,United States,1,United States,North America,English,2017,2010,2017-03-10,2017,0,TV-MA,Adult,102,Feature Film,"Dramas, Independent Movies",2,Drama
TV Show,One More Time,This fantasy drama follows an indie band singer who repeatedly undergoes unwanted time slips and the girlfriend he must save from an unlucky fate.,Not Informed,0,"L, So-hui Yoon, Gi-du Kim, Chang-hwan Kim, Ji Su, Tae-im Lee, Nam-gil Kang",7,South Korea,1,South Korea,Asia,Korean,2016,2010,2017-03-10,2017,1,TV-14,Teen,1,Limited Series,"International TV Shows, Korean TV Shows, Romantic TV Shows",3,International
Movie,The Butterfly's Dream,"Forced to work in a coal mine during World War II, two young poets find some escape when they both fall for the same woman.",Yılmaz Erdoğan,1,"Kıvanç Tatlıtuğ, Mert Fırat, Belçim Bilgin, Farah Zeynep Abdullah, Yılmaz Erdoğan, Ahmet Mümtaz Taylan, Taner Birsel, Selman Ünlüsoy, İpek Bilgin, Aksel Bonfil, Devrim Yakut, Salih Kalyon",12,Turkey,1,Turkey,Europe,Turkish,2013,2010,2017-03-10,2017,4,TV-PG,Teen,118,Feature Film,"Dramas, International Movies, Romantic Movies",3,Drama
Movie,Amy Schumer: The Leather Special,"Comic sensation Amy Schumer riffs on sex, dating and the absurdities of fame in a bold and uncensored stand-up set at Denver's Bellco Theater.",Amy Schumer,1,Amy Schumer,1,United States,1,United States,North America,English,2017,2010,2017-03-07,2017,0,TV-MA,Adult,57,Medium-length Film,Stand-Up Comedy,1,Comedy
TV Show,Love Is in the Air,"Toprak, who lost her baby, is hired as a wet nurse for wealthy Yusuf's motherless son. Yusuf is drawn to Toprak, but also to her scheming sister.",Not Informed,0,"Murat Ünalmış, Birce Akalay, Selen Soyder, Erman Okay, Kanbolat Gorkem Arslan, Levent Yilmaz, Aysegül Günay, Selma Kutluğ, Ulvi Alacakaptan, İpek Erdem, Yilmaz Calayir, Isil Yücesoy",12,United Kingdom,1,United Kingdom,Europe,English,2010,2010,2017-03-01,2017,7,TV-14,Teen,1,Limited Series,"International TV Shows, TV Dramas",2,International
Movie,Nila,"When a cabbie chances upon his childhood sweetheart, he tries to rekindle old feelings but finds that mature love is a more complicated matter.",Selvamani Selvaraj,1,"Sruthi Hariharan, Vicky R",2,India,1,India,Asia,Hindi,2016,2010,2017-03-01,2017,1,TV-MA,Adult,94,Feature Film,"Dramas, International Movies, Romantic Movies",3,Drama
TV Show,Tong: Memories,A tough young man with a short temper and no patience for bullies gains a legendary reputation as the best street fighter in Busan.,Not Informed,0,"Lee Hak Joo, Ji-an Kim, Jae-yoon Lee, Heo Ji Won, Yang Hak Jin, Choi Yeong Min",6,South Korea,1,South Korea,Asia,Korean,2016,2010,2017-03-01,2017,1,TV-MA,Adult,1,Limited Series,"International TV Shows, Korean TV Shows, TV Action & Adventure",3,International
Movie,Mike Birbiglia: Thank God for Jokes,"Comedian Mike Birbiglia takes the stage in Brooklyn and hits on hard truths about puppets, late people and the very real dangers of being funny.","Seth Barrish, Mike Birbiglia",2,Mike Birbiglia,1,United States,1,United States,North America,English,2017,2010,2017-02-28,2017,0,TV-MA,Adult,71,Feature Film,Stand-Up Comedy,1,Comedy
Movie,Force 2,"An ex-cop investigates the death of his best friend and two other spies, killings that lead to a mole operating from India's embassy in Budapest.",Abhinay Deo,1,"John Abraham, Sonakshi Sinha, Tahir Raj Bhasin, Narendra Jha, Adil Hussain, Vikram Kapadia, Patricia Hittler, Genelia D'souza, Raj Babbar, Freddy Daruwala, Boman Irani",11,India,1,India,Asia,Hindi,2016,2010,2017-02-27,2017,1,TV-14,Teen,123,Feature Film,"Action & Adventure, International Movies",2,Action & Adventure
Movie,Jonas,"During Carnival, two teens from different classes meet years after being kept apart. Bad decisions lead the boy to hide with the girl inside a float.",Lô Politi,1,"Jesuíta Barbosa, Laura Neiva, Criolo, Ana Cecília Costa, João Fábio Cabral, Ariclenes Barroso, Karol Conká, Chay Suede, Luciana Souza, Chris Couto, Roberto Berindelli",11,Brazil,1,Brazil,South America,Portuguese,2015,2010,2017-02-26,2017,2,TV-MA,Adult,97,Feature Film,"Dramas, International Movies",2,Drama
Movie,Operações Especiais,"In a crime-plagued area of Rio de Janeiro, a team of honest cops, including a determined rookie, fights corruption and mistrust on all sides.",Tomas Portella,1,"Cleo Pires, Marcos Caruso, Thiago Martins, Fabrício Boliveira, Fabiula Nascimento, Antonio Pedro Tabet, Fábio Lago, Analú Prestes, Gillray Coutinho, Augusto Madeira",10,Brazil,1,Brazil,South America,Portuguese,2015,2010,2017-02-25,2017,2,TV-MA,Adult,99,Feature Film,"Action & Adventure, International Movies",2,Action & Adventure
Movie,I Don't Feel at Home in This World Anymore,A timid nursing assistant gets a new lease on life when she and a neighborhood loner track down the degenerates who broke into her house.,Macon Blair,1,"Melanie Lynskey, Elijah Wood, David Yow, Jane Levy, Devon Graye, Christine Woods, Robert Longstreet, Gary Anthony Williams",8,United States,1,United States,North America,English,2017,2010,2017-02-24,2017,0,TV-MA,Adult,97,Feature Film,"Dramas, Independent Movies, Thrillers",3,Drama
TV Show,Legend Quest,"When an evil force threatens his village, a gifted teen who can talk to ghosts puts his skills to good use, one legend at a time.",Not Informed,0,"Benny Emmanuel, Mayté Cordeiro, Andrés Couturier, Ricardo O'Farrill, Alondra Hidalgo, Alejandro Villeli, Sofía Niño de Rivera, Johnny Rose, Annemarie Blanco, Oscar Cheda, Paul Tei, Cydney J. Fam, Lisa Grossman",13,Mexico,1,Mexico,North America,Spanish,2017,2010,2017-02-24,2017,0,TV-Y7,Kids,1,Limited Series,Kids' TV,1,Family
TV Show,The Sound of Your Heart,"Based on Korea's longest-running webtoon series, this comedy follows the ridiculous daily lives of a cartoonist, his girlfriend and his subpar family.",Not Informed,0,"Kwang-soo Lee, Dae-Myung Kim, So-min Jung, Byeong-ok Kim, Mi-kyung Kim",5,South Korea,1,South Korea,Asia,Korean,2016,2010,2017-02-24,2017,1,TV-14,Teen,1,Limited Series,"International TV Shows, Korean TV Shows, TV Comedies",3,International
TV Show,Love Me As I Am,"After wealthy college boy Ömer and lower class college girl Aysem fall in love and quickly marry, they learn that love and life aren't always perfect.",Not Informed,0,"Alper Saldıran, Zeynep Çamcı, Burcu Altın, Umut Kurt, Eda Ece, Ozan Osmanpaşaoğlu, Mert Turak, Burcu Biricik, Yusuf Akgün, Selen Uçer",10,Turkey,1,Turkey,Europe,Turkish,2015,2010,2017-02-22,2017,2,TV-PG,Teen,3,Short Series,"International TV Shows, Romantic TV Shows, TV Comedies",3,International
Movie,Trevor Noah: Afraid of the Dark,"The ""Daily Show"" host ponders the perils of naming countries, how traffic lights turn New Yorkers invincible and why you shouldn't drink in Scotland.",David Paul Meyer,1,Trevor Noah,1,United States,1,United States,North America,English,2017,2010,2017-02-21,2017,0,TV-14,Teen,67,Medium-length Film,Stand-Up Comedy,1,Comedy
Movie,Boy Missing,"When her son is kidnapped and later found traumatized, a lawyer takes justice into her own hands, causing events that spiral out of control.",Mar Targarona,1,"Blanca Portillo, Antonio Dechent, Vicente Romero, Marc Domènech, Nausicaa Bonnín, Andrés Herrera, José Coronado, Macarena Gómez, Paco Manzanedo, Sergi Subirà",10,Spain,1,Spain,Europe,Spanish,2016,2010,2017-02-19,2017,1,TV-MA,Adult,105,Feature Film,"International Movies, Thrillers",2,International
Movie,Growing Up Wild,"Five baby animals from different parts of the world grow up learning to survive in the wild, nurtured by the love and guidance of their families.",Keith Scholey,1,Daveed Diggs,1,United States,1,United States,North America,English,2016,2010,2017-02-19,2017,1,G,Kids,78,Feature Film,"Children & Family Movies, Documentaries",2,Family
Movie,Tini: The New Life of Violetta,"After completing a world tour, a teen pop star spends the summer at an Italian villa to recover from heartbreak and grow into a mature artist.",Juan Pablo Buscarini,1,"Martina Stoessel, Jorge Blanco, Adrián Salzedo, Mercedes Lambre, Diego Ramos, Clara Alonso, Sofia Carson, Leonardo Cecchi, Ridder van Kooten, Beatrice Arnera, Georgina Amorós",11,"Spain, Italy, Argentina",3,Spain,Europe,Spanish,2016,2010,2017-02-19,2017,1,G,Kids,99,Feature Film,"Children & Family Movies, Music & Musicals",2,Family
TV Show,Love for Ten: Generation of Youth,"A nerdy engineering student falls for a pretty, outgoing girl at his college. To get closer to her, he joins the theater group she belongs to.",Not Informed,0,"Sung-yeol Lee, Ji-hyun Nam, Clara Lee, Jin Won",4,South Korea,1,South Korea,Asia,Korean,2013,2010,2017-02-17,2017,4,TV-14,Teen,1,Limited Series,"International TV Shows, Korean TV Shows, Romantic TV Shows",3,International
Movie,Rocky Handsome,A reclusive pawn shop owner sets his sights on revenge when vicious gangsters kidnap his drug-addicted neighbor's young daughter.,Nishikant Kamat,1,"John Abraham, Diya Chalwad, Shruti Haasan, Nishikant Kamat, Sharad Kelkar, Nathalia Kaur",6,India,1,India,Asia,Hindi,2016,2010,2017-02-17,2017,1,TV-MA,Adult,119,Feature Film,"Action & Adventure, International Movies",2,Action & Adventure
Movie,A Heavy Heart,"Long past his heyday, a still-virile boxer tries to reconnect with his daughter as he confronts the onset of a terminal, degenerative neural disorder.",Thomas Stuber,1,"Peter Kurth, Lena Lauzemis, Lina Wendel, Edin Hasanovic, Marko Dyrlich, Peter Schneider, Reiner Schöne, Udo Kroschwald",8,Germany,1,Germany,Europe,German,2015,2010,2017-02-15,2017,2,TV-MA,Adult,109,Feature Film,"Dramas, Independent Movies, International Movies",3,Drama
TV Show,Nightmare High,"After a new teacher arrives, students' dreams begin to come true. Class president Ye-rim must solve the nightmarish mystery before it's too late.",Not Informed,0,"So-hyun Kim, Min-hyuk Lee, Ki-joon Uhm, Da-Ye Kim, Seung-do Baek, Shin-ae Seo",6,South Korea,1,South Korea,Asia,Korean,2016,2010,2017-02-15,2017,1,TV-14,Teen,1,Limited Series,"International TV Shows, Korean TV Shows, TV Dramas",3,International
Movie,Rush: Beyond the Lighted Stage,"Celebrate the remarkable 40-year career of influential Canadian rockers Rush with this documentary, which details the band's formation and evolution.","Sam Dunn, Scot McFadyen",2,Not Informed,0,Canada,1,Canada,North America,English,2010,2010,2017-02-15,2017,7,TV-MA,Adult,107,Feature Film,"Documentaries, Music & Musicals",2,Documentary
TV Show,Spark,A young woman's life gets a jump-start after she and a musical genius are both struck by the same falling star. But will the side effects derail love?,Not Informed,0,"Jong-chan Na, Bo-ra Nam, Da-young Joo, Yeo One, Ki-sung Bae, Jin-joo Park, Eun-soo Kwon",7,South Korea,1,South Korea,Asia,Korean,2016,2010,2017-02-15,2017,1,TV-PG,Teen,1,Limited Series,"International TV Shows, Korean TV Shows, Romantic TV Shows",3,International
Movie,The Fury of a Patient Man,"After his lover is killed in a jewelry store robbery, quiet José romances café owner Ana, who's unaware he has other motivations.",Raúl Arévalo,1,"Antonio de la Torre, Luis Callejo, Ruth Díaz, Raúl Jiménez, Manolo Solo, Font García, Pilar Gómez, Alicia Rubio",8,Spain,1,Spain,Europe,Spanish,2016,2010,2017-02-15,2017,1,TV-MA,Adult,92,Feature Film,"International Movies, Thrillers",2,International
Movie,The Memory of Water,"When the accidental death of a couple's young son sends them grieving in opposite directions, they're forced to re-examine their life and marriage.",Matías Bize,1,"Elena Anaya, Benjamín Vicuña, Néstor Cantillana, Sergio Hernández, Silvia Marty, Etienne Bobenrieth, Antonia Zegers, Pablo Cerda",8,"Chile, Spain, Argentina, Germany",4,Chile,South America,Spanish,2015,2010,2017-02-15,2017,2,TV-MA,Adult,88,Feature Film,"Dramas, International Movies",2,Drama
Movie,Girlfriend's Day,"When he's caught up in a deadly conspiracy, an unemployed greeting card writer must create the perfect card for a new holiday to save his skin.",Michael Paul Stephenson,1,"Bob Odenkirk, Amber Tamblyn, Natasha Lyonne, Alex Karpovsky, Stacy Keach, Andy Richter, Ed Begley Jr., David Sullivan, Larry Fessenden, June Diane Raphael, Rich Sommer, Steven Michael Quezada, Echo Kellum, Stephanie Courtney, Toby Huss, Tucker Smallwood, Kevin O'Grady, Nate Mooney",18,United States,1,United States,North America,English,2017,2010,2017-02-14,2017,0,TV-MA,Adult,71,Feature Film,"Comedies, Independent Movies",2,Comedy
Movie,Katherine Ryan: In Trouble,"Stand-up comic Katherine Ryan reminisces about unusual relationships, life in the hometown she hates and the time she enraged an entire nation.",Colin Dench,1,Katherine Ryan,1,United Kingdom,1,United Kingdom,Europe,English,2017,2010,2017-02-14,2017,0,TV-MA,Adult,64,Medium-length Film,Stand-Up Comedy,1,Comedy
TV Show,White Nights,"A coldhearted heiress, a man from her past and an ambitious new hire in her company all become entangled on a battleground for money and power.",Not Informed,0,"Yo-Won Lee, Goo Jin, U-ie, Hae-in Jung, Gook-hwan Jeon, Han-yong Jeong",6,South Korea,1,South Korea,Asia,Korean,2016,2010,2017-02-14,2017,1,TV-14,Teen,1,Limited Series,"International TV Shows, Korean TV Shows, TV Dramas",3,International
TV Show,Cyborg 009: Call of Justice,"Years after taking up normal lives incognito, the cyborgs are forced to fight again when the superhuman Blessed appear with a plan for humanity.",Not Informed,0,"Keisuke Koumoto, Risa Taneda, Misato Fukuen, Takuya Sato, Satoshi Hino, Kenji Nomura, Mitsuaki Madono, Setsuji Sato, Haruki Ishiya, Ryo Sugisaki, Yui Makino, Kazuhiko Inoue, Yuko Kaida",13,Japan,1,Japan,Asia,Japanese,2017,2010,2017-02-10,2017,0,TV-14,Teen,1,Limited Series,"Anime Series, International TV Shows",2,Anime
Movie,David Brent: Life on the Road,"With ""The Office"" long in the past, middling salesman David Brent ditches work and goes on tour with his rock band in a disastrous stab at stardom.",Ricky Gervais,1,"Ricky Gervais, Doc Brown, Tom Basden, Jo Hartley, Tom Bennett, Andrew Brooke, Nina Sosanya, Andy Burrows, Kevin Bishop, Roisin Conaty, Diane Morgan, Ashley McGuire, Alexander Arnold, Mandeep Dhillon",14,"United Kingdom, United States",2,United Kingdom,Europe,English,2016,2010,2017-02-10,2017,1,TV-MA,Adult,97,Feature Film,"Comedies, International Movies, Music & Musicals",3,Comedy
Movie,Grillo vs Grillo,"Outspoken comedian Beppe Grillo reminisces about his long career, including the triumphs and controversies that fueled his rise in Italian politics.",Not Informed,0,Beppe Grillo,1,Italy,1,Italy,Europe,Italian,2017,2010,2017-02-10,2017,0,TV-MA,Adult,96,Feature Film,Stand-Up Comedy,1,Comedy
Movie,Hitler - A Career,"This documentary examines how Adolf Hitler's talent for manipulation, psychology and image-making led him from humble origins to near-world conquest.","Joachim Fest, Christian Herrendoerfer",2,Not Informed,0,West Germany,1,West Germany,Unknown,Unknown,1977,1970,2017-02-10,2017,40,TV-MA,Adult,150,Feature Film,"Documentaries, International Movies",2,Documentary
